32.46480286,-116.8550743
32.46894353,-116.8663471
32.474272,-116.844348
32.48622889,-116.8472422
32.48682,-116.923232
32.48578767,-116.9343548
32.47195185,-116.9685173
32.46374891,-116.9728696
32.5231551,-116.8557265
32.52337959,-116.8681224
32.49604714,-116.9599714
32.48640698,-116.9576698
32.50053922,-116.9161
32.51206452,-116.9142403
32.48002222,-116.7860556
32.47042941,-116.8062412
32.52290233,-116.9226488
32.52676,-116.93358
32.46342286,-116.8959743
32.4561427,-116.8857449
32.50622527,-116.9631912
32.5153475,-116.9663425
32.447574,-116.927054
32.45770617,-116.9218321
32.50366,-116.877636
32.51340602,-116.8747964
32.49506977,-116.9937093
32.48426296,-117.0014648
32.48457636,-117.02032
32.47908095,-117.0296629
32.53233543,-117.0376669
32.52401474,-117.0410937
32.54591034,-116.9743793
32.53296429,-116.9814943
32.54067143,-116.996075
32.5267709,-116.9950724
32.516745,-117.0108767
32.5243837,-117.0180111
32.50075698,-116.9511756
32.51041842,-116.9511395
32.53244407,-117.0774356
32.525275,-117.0690167
32.48797031,-116.8262906
32.48012667,-116.8151422
32.51801667,-117.08125
32.50617818,-117.0906345
32.50823774,-116.9268358
32.4783338,-116.8618169
32.46050769,-117.0651923
32.4329,-117.0901
32.53736374,-117.0280637
32.52681855,-117.0301613
32.52244308,-116.8937308
32.51151261,-116.8992306
32.52996481,-116.9705204
32.50204714,-117.0391671
32.49446517,-117.0499562
32.51481214,-117.0382717
32.51186528,-117.0286069
32.4723463,-116.9555907
32.45992268,-116.9469505
32.48741649,-117.0396021
32.4669039,-116.9847675
32.44696897,-116.9807414
32.54365366,-116.8821732
32.54503636,-116.8996051
32.53754785,-117.043684
32.46514646,-116.8776646
32.46655517,-117.0097966
32.44461525,-117.0103898
32.4863716,-116.9461198
32.43301818,-116.9474394
32.41205333,-116.9562067
32.50060806,-117.0651629
32.48489538,-117.0642385
32.51865,-116.7779
32.50882079,-117.0504775
32.51769907,-117.0604047
32.49711129,-117.0237806
32.4737008,-116.9360592
32.438776,-117.041728
32.5245,-116.9442475
32.497727,-116.866638
32.50703857,-117.0029943
32.50863974,-116.8509923
32.52728182,-117.0962675
32.53347711,-117.0560578
32.43896667,-116.8629778
32.49038438,-116.9047734
32.49925641,-116.8873077
32.50087943,-116.9755716
32.53790748,-117.0121435
32.48229787,-117.0854745
32.51452102,-116.9861153
32.54354382,-116.9295955
32.46152985,-116.8277701
32.48106509,-116.8784736
32.51836744,-117.1153919
32.472144,-116.9117393
32.48399302,-116.9831372
