id,lat,long,date,weekday,time,priority
2353,32.4808,-116.8633,1/28/2014,Martes,07:24:00 pm,4
2354,32.4679,-116.9102,1/28/2014,Martes,09:03:00 pm,4
2355,32.4884,-116.884,1/28/2014,Martes,04:31:00 pm,2
2356,32.4691,-116.9537,1/26/2014,Domingo,06:13:00 am,4
2357,32.5103,-116.8381,1/26/2014,Domingo,10:17:00 pm,NaN
2358,32.5149,-117.0382,1/28/2014,Martes,04:57:00 pm,NaN
2359,32.5149,-117.0382,1/27/2014,Lunes,09:21:00 pm,4
2360,32.4615,-116.9321,1/27/2014,Lunes,02:41:00 am,3
2361,32.5088,-116.8689,1/27/2014,Lunes,11:23:00 am,4
2362,32.5149,-117.0382,1/27/2014,Lunes,10:56:00 pm,3
2363,32.5149,-117.0382,1/26/2014,Domingo,08:35:00 am,4
2364,32.4802,-116.9528,1/27/2014,Lunes,07:51:00 am,4
2365,32.4748,-116.9324,1/26/2014,Domingo,08:52:00 pm,NaN
2366,32.4844,-116.9347,1/28/2014,Martes,04:58:00 am,4
2367,32.5149,-117.0382,1/26/2014,Domingo,10:55:00 pm,4
2368,32.5149,-117.0382,1/28/2014,Martes,12:37:00 am,3
2369,32.5149,-117.0382,1/26/2014,Domingo,07:42:00 pm,3
2371,32.5527,-116.8955,1/28/2014,Martes,02:50:00 am,3
2372,32.5149,-117.0382,1/27/2014,Lunes,03:11:00 pm,4
2373,32.5149,-117.0382,1/26/2014,Domingo,04:15:00 pm,3
2374,32.513,-116.9839,1/29/2014,Miercoles,07:10:00 am,NaN
2375,32.491,-116.9904,1/29/2014,Miercoles,08:55:00 am,NaN
2377,32.4682,-116.9545,1/29/2014,Miercoles,11:24:00 pm,NaN
2378,32.4919,-116.9525,1/29/2014,Miercoles,12:49:00 pm,4
2379,32.5149,-117.0382,1/29/2014,Miercoles,01:46:00 pm,4
2380,32.5149,-117.0382,1/29/2014,Miercoles,05:37:00 pm,NaN
2381,32.4861,-116.9464,1/29/2014,Miercoles,06:42:00 pm,4
2382,32.5149,-117.0382,1/29/2014,Miercoles,07:59:00 pm,4
2384,32.4755,-116.9521,1/29/2014,Miercoles,09:07:00 pm,4
2385,32.4858,-116.934,1/29/2014,Miercoles,08:33:00 am,NaN
2386,32.4878,-116.8619,1/29/2014,Miercoles,09:10:00 pm,NaN
2387,32.5149,-117.0382,1/29/2014,Miercoles,07:32:00 am,4
2388,32.5149,-117.0382,1/29/2014,Miercoles,10:44:00 pm,4
2389,32.5149,-117.0382,1/30/2014,Jueves,12:11:00 am,4
2390,32.4761,-116.8608,1/29/2014,Miercoles,05:17:00 pm,NaN
2391,32.4761,-116.8608,1/29/2014,Miercoles,07:59:00 am,4
2392,32.4832,-116.8369,1/29/2014,Miercoles,01:27:00 pm,4
2393,32.5149,-117.0382,1/29/2014,Miercoles,11:38:00 am,3
2398,32.4865,-116.9661,1/29/2014,Miercoles,02:24:00 pm,4
2399,32.5149,-117.0382,1/29/2014,Miercoles,08:50:00 pm,4
2402,32.5292,-116.9268,1/29/2014,Miercoles,10:03:00 pm,4
2404,32.5081,-116.8531,1/29/2014,Miercoles,08:01:00 am,3
2405,32.4793,-116.8204,1/29/2014,Miercoles,10:24:00 am,4
2406,32.4793,-116.8204,1/29/2014,Miercoles,10:24:00 am,3
2407,32.5149,-117.0382,1/29/2014,Miercoles,11:25:00 am,4
2408,32.5149,-117.0382,1/29/2014,Miercoles,01:35:00 pm,NaN
2409,32.5149,-117.0382,1/29/2014,Miercoles,08:35:00 pm,3
2410,32.5149,-117.0382,1/29/2014,Miercoles,11:38:00 pm,3
2411,32.5149,-117.0382,1/29/2014,Miercoles,03:48:00 pm,4
2412,32.5155,-117.0219,1/29/2014,Miercoles,02:36:00 pm,NaN
2413,32.5363,-117.0584,1/30/2014,Jueves,04:43:00 am,1
2414,32.487,-117.022,1/29/2014,Miercoles,10:47:00 pm,4
2415,32.5114,-117.04,1/29/2014,Miercoles,07:22:00 pm,4
2416,32.5394,-117.0525,1/29/2014,Miercoles,09:11:00 am,4
2417,32.525,-117.0541,1/29/2014,Miercoles,07:32:00 am,4
2418,32.4824,-117.0385,1/29/2014,Miercoles,11:46:00 pm,4
2419,32.5165,-117.0132,1/29/2014,Miercoles,06:44:00 pm,4
2420,32.5232,-117.0704,1/30/2014,Jueves,12:15:00 am,NaN
2422,32.5149,-117.0382,1/29/2014,Miercoles,12:22:00 pm,4
2423,32.5019,-117.0229,1/29/2014,Miercoles,04:18:00 pm,4
2424,32.5119,-117.0404,1/29/2014,Miercoles,08:25:00 pm,4
2425,32.4717,-116.8682,1/29/2014,Miercoles,01:17:00 pm,NaN
2426,32.5149,-117.0382,1/29/2014,Miercoles,02:31:00 pm,NaN
2427,32.5087,-116.9229,1/29/2014,Miercoles,05:58:00 pm,NaN
2429,32.5149,-117.0382,1/29/2014,Miercoles,06:05:00 am,NaN
2430,32.5011,-117.0279,1/29/2014,Miercoles,09:10:00 am,1
2431,32.5149,-117.0382,1/29/2014,Miercoles,07:41:00 am,4
2432,32.5149,-117.0382,1/29/2014,Miercoles,11:41:00 am,4
2433,32.4871,-117.0702,1/30/2014,Jueves,03:49:00 am,4
2434,32.5308,-117.0301,1/29/2014,Miercoles,01:33:00 pm,3
2435,32.5389,-117.0456,1/29/2014,Miercoles,07:01:00 pm,3
2436,32.5253,-117.0182,1/29/2014,Miercoles,09:11:00 pm,4
2437,32.4854,-117.0329,1/29/2014,Miercoles,03:11:00 pm,4
2438,32.5149,-117.0382,1/30/2014,Jueves,05:41:00 am,3
2442,32.5149,-117.0382,1/29/2014,Miercoles,10:54:00 am,4
2443,32.4818,-117.0007,1/28/2014,Martes,08:01:00 am,4
2444,32.5149,-117.0382,1/28/2014,Martes,08:47:00 am,3
2445,32.536,-117.0455,1/28/2014,Martes,02:10:00 pm,4
2446,32.5149,-117.0382,1/28/2014,Martes,04:00:00 pm,NaN
2447,32.4923,-117.0557,1/28/2014,Martes,10:16:00 am,NaN
2448,32.5358,-117.0655,1/28/2014,Martes,02:47:00 pm,NaN
2449,32.5321,-117.075,1/28/2014,Martes,11:20:00 am,4
2450,32.5149,-117.0382,1/29/2014,Miercoles,04:22:00 am,4
2451,32.5106,-117.0502,1/28/2014,Martes,03:48:00 pm,NaN
2452,32.5347,-117.0453,1/29/2014,Miercoles,12:12:00 pm,NaN
2453,32.5233,-117.0191,1/28/2014,Martes,12:07:00 pm,4
2454,32.5062,-117.0506,1/29/2014,Miercoles,08:58:00 pm,4
2455,32.5321,-117.0353,1/28/2014,Martes,06:09:00 pm,4
2456,32.5219,-117.0692,1/28/2014,Martes,01:14:00 pm,4
2457,32.5217,-117.0964,1/29/2014,Miercoles,10:17:00 pm,4
2460,32.5135,-117.041,1/29/2014,Miercoles,06:26:00 pm,4
2461,32.5131,-117.0407,1/28/2014,Martes,05:07:00 pm,4
2463,32.4954,-117.0523,1/28/2014,Martes,10:07:00 am,4
2467,32.5211,-117.0376,1/30/2014,Jueves,07:36:00 am,4
2468,32.4836,-116.9798,1/30/2014,Jueves,11:48:00 am,4
2469,32.5149,-117.0382,1/30/2014,Jueves,10:45:00 am,4
2470,32.5149,-117.0382,1/24/2014,Viernes,11:15:00 am,3
2471,32.5149,-117.0382,1/24/2014,Viernes,05:32:00 pm,3
2472,32.5149,-117.0382,1/24/2014,Viernes,09:04:00 pm,3
2473,32.4933,-116.8612,1/30/2014,Jueves,10:43:00 am,NaN
2474,32.495,-117.0433,1/24/2014,Viernes,07:35:00 pm,3
2475,32.5149,-117.0382,1/30/2014,Jueves,01:45:00 pm,4
2476,32.5149,-117.0382,1/27/2014,Lunes,03:54:00 pm,4
2477,32.5013,-116.8668,1/29/2014,Miercoles,08:59:00 am,4
2478,32.5183,-116.8926,1/30/2014,Jueves,12:12:00 pm,4
2479,32.5183,-116.8926,1/30/2014,Jueves,11:46:00 am,3
2480,32.5265,-117.0426,1/30/2014,Jueves,01:01:00 pm,4
2481,32.5149,-117.0382,1/30/2014,Jueves,04:12:00 pm,3
2482,32.5149,-117.0382,1/30/2014,Jueves,02:24:00 pm,4
2483,32.5149,-117.0382,1/30/2014,Jueves,08:30:00 am,3
2484,32.5207,-116.9,1/30/2014,Jueves,06:08:00 pm,3
2485,32.5149,-117.0382,1/30/2014,Jueves,08:38:00 pm,NaN
2486,32.5149,-117.0382,1/30/2014,Jueves,10:36:00 am,3
2487,32.5358,-117.0473,1/30/2014,Jueves,07:48:00 pm,4
2488,32.5149,-117.0382,1/30/2014,Jueves,10:17:00 pm,4
2489,32.5303,-117.0802,1/30/2014,Jueves,08:15:00 pm,4
2490,32.5111,-117.0417,1/30/2014,Jueves,11:18:00 pm,4
2491,32.4327,-117.0024,1/30/2014,Jueves,08:21:00 am,1
2492,32.5365,-117.0825,1/30/2014,Jueves,08:50:00 am,4
2497,32.5034,-117.0702,1/30/2014,Jueves,03:37:00 pm,1
2498,32.5304,-116.9908,1/30/2014,Jueves,10:30:00 am,3
2499,32.5365,-117.0825,1/30/2014,Jueves,08:30:00 pm,4
2501,32.5349,-117.0776,1/30/2014,Jueves,09:59:00 am,4
2502,32.538,-117.0262,1/30/2014,Jueves,11:53:00 pm,4
2503,32.5165,-117.0132,1/30/2014,Jueves,08:24:00 pm,4
2504,32.5171,-117.0435,1/30/2014,Jueves,09:18:00 pm,4
2505,32.5168,-117.0846,1/30/2014,Jueves,10:16:00 am,3
2506,32.5359,-117.0314,1/30/2014,Jueves,11:11:00 am,4
2509,32.5241,-116.9248,1/30/2014,Jueves,11:46:00 am,4
2510,32.5088,-116.8689,1/30/2014,Jueves,02:12:00 pm,4
2511,32.4466,-116.8568,1/31/2014,Viernes,01:05:00 am,3
2512,32.5149,-117.0382,1/30/2014,Jueves,11:05:00 am,4
2513,32.5149,-117.0382,1/30/2014,Jueves,06:33:00 pm,4
2514,32.5149,-117.0382,1/31/2014,Viernes,03:07:00 am,4
2515,32.5249,-117.0698,1/30/2014,Jueves,11:33:00 am,3
2516,32.5138,-116.8799,1/30/2014,Jueves,10:58:00 am,4
2518,32.4663,-116.9514,1/30/2014,Jueves,02:35:00 pm,4
2520,32.5149,-117.0382,1/30/2014,Jueves,06:10:00 pm,3
2521,32.5149,-117.0382,1/30/2014,Jueves,07:22:00 pm,4
2522,32.5149,-117.0382,1/30/2014,Jueves,07:21:00 am,4
2523,32.5248,-116.943,1/30/2014,Jueves,09:18:00 am,4
2524,32.5149,-117.0382,1/30/2014,Jueves,10:10:00 am,NaN
2525,32.5093,-116.983,1/30/2014,Jueves,01:17:00 pm,3
2526,32.5149,-117.0382,1/30/2014,Jueves,05:35:00 pm,4
2527,32.4858,-116.934,1/30/2014,Jueves,06:39:00 pm,4
2528,32.5149,-117.0382,1/30/2014,Jueves,07:45:00 pm,4
2529,32.4993,-116.9573,1/31/2014,Viernes,04:45:00 am,NaN
2530,32.4993,-116.9573,1/30/2014,Jueves,08:15:00 am,4
2531,32.4703,-116.9688,1/30/2014,Jueves,09:21:00 am,1
2533,32.5149,-117.0382,1/30/2014,Jueves,03:43:00 pm,4
2534,32.5149,-117.0382,1/30/2014,Jueves,05:41:00 pm,4
2537,32.5149,-117.0382,1/30/2014,Jueves,05:19:00 am,4
2538,32.5149,-117.0382,1/31/2014,Viernes,05:35:00 am,NaN
2539,32.5445,-116.9259,1/31/2014,Viernes,02:16:00 am,3
2540,32.5149,-117.0382,1/30/2014,Jueves,09:23:00 am,NaN
2541,32.533,-117.0957,1/30/2014,Jueves,01:23:00 pm,NaN
2542,32.5149,-117.0382,1/30/2014,Jueves,10:58:00 am,3
2543,32.5047,-116.9186,1/30/2014,Jueves,02:17:00 pm,NaN
2544,32.5149,-117.0382,1/30/2014,Jueves,11:52:00 pm,3
2545,32.4904,-116.9065,1/30/2014,Jueves,04:32:00 pm,NaN
2546,32.5149,-117.0382,1/30/2014,Jueves,04:40:00 pm,NaN
2547,32.4894,-116.8793,1/31/2014,Viernes,12:45:00 am,4
2548,32.488,-116.8102,1/31/2014,Viernes,01:18:00 am,3
2549,32.4569,-116.943,1/31/2014,Viernes,05:07:00 am,3
2550,32.5149,-117.0382,1/30/2014,Jueves,07:32:00 am,3
2551,32.5149,-117.0382,1/30/2014,Jueves,10:55:00 pm,4
2552,32.5184,-117.0389,1/30/2014,Jueves,12:52:00 pm,4
2553,32.5149,-117.0382,1/31/2014,Viernes,12:05:00 am,4
2554,32.5109,-116.9887,1/30/2014,Jueves,11:52:00 pm,4
2555,32.5389,-117.0456,1/30/2014,Jueves,10:02:00 pm,4
2556,32.5149,-117.0382,1/30/2014,Jueves,07:47:00 pm,4
2557,32.5149,-117.0382,1/30/2014,Jueves,03:30:00 pm,4
2558,32.5249,-117.0698,1/31/2014,Viernes,04:58:00 am,4
2559,32.5149,-117.0382,1/31/2014,Viernes,07:18:00 am,2
2560,32.5149,-117.0382,1/31/2014,Viernes,07:58:00 am,4
2561,32.5149,-117.0382,1/31/2014,Viernes,09:50:00 am,4
2562,32.5149,-117.0382,1/31/2014,Viernes,10:11:00 am,NaN
2563,32.5149,-117.0382,1/31/2014,Viernes,09:04:00 pm,3
2564,32.5339,-117.04,1/31/2014,Viernes,07:29:00 am,2
2565,32.5149,-117.0382,1/31/2014,Viernes,03:18:00 pm,3
2566,32.4877,-117.0903,1/31/2014,Viernes,04:38:00 pm,NaN
2567,32.5132,-116.853,1/31/2014,Viernes,01:01:00 pm,4
2569,32.5332,-116.9772,1/31/2014,Viernes,06:01:00 pm,1
2570,32.5149,-117.0382,1/31/2014,Viernes,07:34:00 pm,4
2571,32.5071,-117.0115,1/31/2014,Viernes,12:38:00 pm,4
2572,32.5437,-116.8878,1/31/2014,Viernes,01:43:00 pm,4
2573,32.5262,-116.891,1/31/2014,Viernes,05:33:00 pm,4
2574,32.5149,-117.0382,1/31/2014,Viernes,07:23:00 am,4
2575,32.5149,-117.0382,1/31/2014,Viernes,07:54:00 pm,4
2576,32.5149,-117.0382,1/31/2014,Viernes,06:26:00 pm,4
2577,32.5149,-117.0382,1/31/2014,Viernes,02:38:00 pm,4
2578,32.5149,-117.0382,1/31/2014,Viernes,05:07:00 pm,4
2579,32.5149,-117.0382,1/31/2014,Viernes,11:26:00 am,4
2580,32.5149,-117.0382,1/31/2014,Viernes,06:13:00 am,4
2581,32.476,-116.8061,1/31/2014,Viernes,09:07:00 am,NaN
2582,32.4663,-116.8091,1/31/2014,Viernes,01:20:00 pm,4
2583,32.5303,-116.8671,1/31/2014,Viernes,06:03:00 am,4
2584,32.5149,-117.0382,1/31/2014,Viernes,08:53:00 pm,3
2585,32.4704,-116.7976,1/31/2014,Viernes,02:51:00 pm,4
2586,32.5149,-117.0382,1/31/2014,Viernes,07:54:00 am,4
2587,32.475,-116.7975,1/31/2014,Viernes,07:23:00 pm,4
2588,32.5149,-117.0382,1/31/2014,Viernes,05:49:00 pm,4
2589,32.4769,-117.0356,1/31/2014,Viernes,06:49:00 am,4
2590,32.5104,-116.992,1/31/2014,Viernes,02:24:00 pm,1
2591,32.5301,-116.9472,1/31/2014,Viernes,09:33:00 pm,4
2592,32.5197,-116.982,1/31/2014,Viernes,12:05:00 am,3
2593,32.5149,-117.0382,1/31/2014,Viernes,09:30:00 am,3
2594,32.4755,-116.9521,1/31/2014,Viernes,07:57:00 pm,4
2595,32.5277,-117.0684,1/31/2014,Viernes,05:58:00 am,4
2596,32.5149,-117.0382,1/31/2014,Viernes,07:57:00 am,4
2598,32.5149,-117.0382,1/31/2014,Viernes,04:16:00 pm,4
2599,32.5103,-117.0952,1/31/2014,Viernes,12:35:00 pm,4
2600,32.5145,-117.08,1/31/2014,Viernes,03:53:00 pm,4
2601,32.5149,-117.0382,1/31/2014,Viernes,07:39:00 am,3
2602,32.5149,-117.0382,1/31/2014,Viernes,11:05:00 am,4
2603,32.4805,-116.8809,1/31/2014,Viernes,12:56:00 pm,3
2604,32.5149,-117.0382,1/31/2014,Viernes,10:46:00 pm,4
2605,32.5149,-117.0382,1/31/2014,Viernes,04:57:00 pm,NaN
2606,32.5149,-117.0382,1/31/2014,Viernes,06:22:00 pm,4
2607,32.5149,-117.0382,1/31/2014,Viernes,07:57:00 pm,4
2608,32.5149,-117.0382,1/31/2014,Viernes,09:22:00 pm,4
2612,32.5149,-117.0382,1/31/2014,Viernes,06:38:00 am,NaN
2613,32.5138,-116.8799,1/31/2014,Viernes,08:05:00 am,4
2614,32.4862,-116.9021,1/31/2014,Viernes,02:52:00 pm,4
2615,32.5149,-117.0382,1/31/2014,Viernes,01:23:00 pm,2
2616,32.5299,-116.9826,1/31/2014,Viernes,06:36:00 pm,4
2617,32.5445,-116.926,1/31/2014,Viernes,07:46:00 pm,2
2618,32.5149,-117.0382,1/31/2014,Viernes,08:29:00 pm,3
2619,32.5414,-116.8801,1/31/2014,Viernes,11:53:00 pm,4
2620,32.5149,-117.0382,1/31/2014,Viernes,10:01:00 pm,4
2621,32.4882,-116.8477,1/29/2014,Miercoles,12:52:00 pm,NaN
2622,32.5149,-117.0382,1/29/2014,Miercoles,02:14:00 pm,2
2623,32.4893,-117.0301,1/29/2014,Miercoles,04:28:00 pm,4
2624,32.4795,-116.8834,1/31/2014,Viernes,08:22:00 pm,4
2625,32.4937,-116.8648,1/31/2014,Viernes,08:55:00 pm,4
2626,32.509,-116.8663,1/29/2014,Miercoles,08:33:00 pm,4
2627,32.5099,-116.8793,1/31/2014,Viernes,07:23:00 am,3
2629,32.5149,-117.0382,1/31/2014,Viernes,11:03:00 pm,4
2630,32.5149,-117.0382,1/31/2014,Viernes,11:44:00 pm,4
2631,32.5149,-117.0382,1/31/2014,Viernes,05:46:00 pm,NaN
2632,32.4877,-116.904,1/31/2014,Viernes,10:00:00 pm,4
2633,32.5149,-117.0382,1/30/2014,Jueves,01:43:00 am,NaN
2634,32.5022,-116.8776,1/31/2014,Viernes,08:49:00 am,3
2635,32.5149,-117.0382,1/31/2014,Viernes,01:00:00 pm,3
2636,32.5207,-116.8606,1/31/2014,Viernes,09:50:00 am,3
2637,32.5149,-117.0382,1/31/2014,Viernes,08:40:00 am,4
2638,32.4665,-116.8347,1/31/2014,Viernes,06:59:00 am,3
2639,32.4872,-116.9857,1/31/2014,Viernes,05:22:00 pm,3
2640,32.5149,-117.0382,1/31/2014,Viernes,07:54:00 pm,4
2641,32.532,-117.0756,1/31/2014,Viernes,09:18:00 pm,4
2642,32.498,-116.8856,1/31/2014,Viernes,06:39:00 pm,4
2643,32.5149,-117.0382,1/31/2014,Viernes,02:20:00 pm,4
2644,32.4888,-116.9636,1/31/2014,Viernes,01:32:00 pm,3
2645,32.5149,-117.0382,1/31/2014,Viernes,09:10:00 pm,NaN
2646,32.5149,-117.0382,1/31/2014,Viernes,09:09:00 pm,NaN
2649,32.5119,-117.0404,1/30/2014,Jueves,10:27:00 pm,4
2650,32.5149,-117.0382,1/31/2014,Viernes,04:05:00 am,4
2651,32.5149,-117.0382,1/30/2014,Jueves,11:06:00 pm,3
2652,32.5149,-117.0382,1/31/2014,Viernes,01:12:00 am,4
2653,32.5149,-117.0382,1/31/2014,Viernes,04:38:00 am,4
2655,32.4414,-117.0442,02/01/2014,Sabado,03:31:00 am,4
2657,32.5149,-117.0382,02/01/2014,Sabado,03:24:00 am,3
2658,32.5149,-117.0382,02/01/2014,Sabado,02:20:00 am,4
2659,32.5149,-117.0382,02/01/2014,Sabado,12:08:00 am,3
2662,32.5149,-117.0382,02/01/2014,Sabado,03:01:00 am,4
2663,32.5112,-117.0632,02/01/2014,Sabado,11:47:00 pm,4
2664,32.5389,-117.0058,02/01/2014,Sabado,04:33:00 am,4
2665,32.4918,-116.8866,02/01/2014,Sabado,12:06:00 am,1
2666,32.5149,-117.0382,02/01/2014,Sabado,12:56:00 am,4
2667,32.4686,-116.8683,02/01/2014,Sabado,09:25:00 am,4
2668,32.5149,-117.0382,02/01/2014,Sabado,11:08:00 am,NaN
2669,32.5187,-116.96,02/01/2014,Sabado,04:28:00 pm,4
2670,32.5129,-116.9014,02/01/2014,Sabado,01:12:00 pm,2
2671,32.5149,-117.0382,02/01/2014,Sabado,05:03:00 pm,4
2672,32.526,-116.9729,02/01/2014,Sabado,06:41:00 pm,3
2673,32.5047,-117.0036,02/01/2014,Sabado,05:42:00 pm,4
2674,32.4861,-116.9464,02/01/2014,Sabado,08:42:00 pm,4
2675,32.5149,-117.0382,02/02/2014,Domingo,12:56:00 am,4
2676,32.5031,-116.9598,02/02/2014,Domingo,02:33:00 pm,4
2677,32.5149,-117.0382,02/01/2014,Sabado,07:10:00 am,4
2681,32.5321,-117.075,02/01/2014,Sabado,11:39:00 am,4
2682,32.5149,-117.0382,02/01/2014,Sabado,08:55:00 am,4
2683,32.5183,-117.1061,02/02/2014,Domingo,03:38:00 am,4
2685,32.5332,-117.0961,02/01/2014,Sabado,07:42:00 pm,NaN
2686,32.5266,-117.1078,02/01/2014,Sabado,10:11:00 pm,4
2687,32.5131,-117.0407,02/01/2014,Sabado,10:16:00 am,4
2690,32.5291,-116.9309,02/01/2014,Sabado,07:31:00 am,3
2691,32.4784,-117.0306,02/01/2014,Sabado,01:10:00 pm,4
2692,32.521,-117.0264,02/01/2014,Sabado,02:00:00 pm,NaN
2693,32.5115,-117.0806,02/01/2014,Sabado,08:40:00 am,1
2694,32.4809,-117.0319,02/02/2014,Domingo,01:10:00 am,4
2695,32.5149,-117.0382,02/01/2014,Sabado,11:28:00 am,4
2696,32.5389,-117.0456,02/01/2014,Sabado,08:22:00 pm,4
2697,32.5057,-116.9484,02/02/2014,Domingo,11:35:00 pm,4
2698,32.4952,-117.0539,02/01/2014,Sabado,10:07:00 am,4
2700,32.4903,-117.0375,02/01/2014,Sabado,11:06:00 pm,3
2701,32.5149,-117.0382,02/02/2014,Domingo,01:40:00 am,4
2702,32.5376,-117.0423,02/01/2014,Sabado,04:43:00 pm,3
2704,32.5333,-117.0308,02/01/2014,Sabado,09:27:00 am,3
2705,32.5149,-117.0382,02/01/2014,Sabado,11:52:00 am,4
2706,32.5292,-117.0322,02/01/2014,Sabado,01:11:00 pm,4
2707,32.484,-117.0392,02/01/2014,Sabado,05:25:00 pm,3
2708,32.5106,-117.0502,02/01/2014,Sabado,11:11:00 pm,3
2709,32.5233,-117.0191,02/01/2014,Sabado,04:04:00 pm,4
2710,32.532,-117.082,02/01/2014,Sabado,10:13:00 am,3
2711,32.5062,-117.0506,02/01/2014,Sabado,07:22:00 pm,4
2712,32.5184,-117.0389,02/02/2014,Domingo,03:45:00 am,4
2713,32.5149,-117.0382,02/01/2014,Sabado,11:41:00 pm,3
2714,32.5307,-117.0016,02/01/2014,Sabado,06:37:00 am,4
2715,32.5326,-117.0383,02/01/2014,Sabado,12:03:00 pm,4
2716,32.5192,-117.0567,02/01/2014,Sabado,05:45:00 pm,4
2717,32.5062,-117.0506,02/01/2014,Sabado,10:28:00 pm,4
2718,32.5285,-117.0745,02/01/2014,Sabado,01:11:00 pm,3
2719,32.5216,-117.0768,02/01/2014,Sabado,10:55:00 pm,3
2720,32.4974,-116.9919,02/02/2014,Domingo,01:16:00 am,4
2721,32.5286,-117.0733,02/01/2014,Sabado,08:28:00 am,4
2722,32.4857,-117.0563,02/01/2014,Sabado,11:31:00 pm,4
2723,32.5389,-117.0456,02/01/2014,Sabado,12:15:00 pm,1
2724,32.5375,-117.0428,02/02/2014,Domingo,02:32:00 am,4
2725,32.5389,-117.0456,02/01/2014,Sabado,10:54:00 pm,3
2734,32.5149,-117.0382,02/01/2014,Sabado,07:18:00 am,4
2735,32.5149,-117.0382,02/01/2014,Sabado,09:25:00 am,4
2736,32.522,-117.0107,02/01/2014,Sabado,10:20:00 am,4
2737,32.5149,-117.0382,02/01/2014,Sabado,10:56:00 am,3
2738,32.5082,-116.9542,02/01/2014,Sabado,12:30:00 pm,4
2739,32.5149,-117.0382,02/01/2014,Sabado,12:29:00 am,4
2740,32.5149,-117.0382,02/01/2014,Sabado,02:18:00 am,3
2741,32.5359,-116.8976,02/02/2014,Domingo,11:37:00 pm,4
2742,32.4608,-116.9666,02/01/2014,Sabado,08:46:00 am,4
2743,32.5187,-116.9921,02/01/2014,Sabado,10:02:00 am,3
2745,32.5149,-117.0382,02/01/2014,Sabado,02:53:00 pm,4
2750,32.5088,-116.9076,02/02/2014,Domingo,01:47:00 am,4
2752,32.5149,-117.0382,02/01/2014,Sabado,11:19:00 pm,NaN
2753,32.4682,-116.8043,02/02/2014,Domingo,05:33:00 am,NaN
2754,32.5145,-116.8606,02/01/2014,Sabado,10:56:00 am,4
2755,32.5215,-116.9264,02/02/2014,Domingo,03:31:00 am,4
2756,32.4641,-116.8963,02/01/2014,Sabado,12:35:00 pm,4
2757,32.4567,-116.9249,02/01/2014,Sabado,09:43:00 pm,4
2758,32.4916,-116.8649,02/01/2014,Sabado,06:43:00 pm,4
2759,32.5149,-117.0382,02/01/2014,Sabado,11:41:00 am,4
2760,32.467,-116.8677,02/01/2014,Sabado,12:45:00 am,4
2761,32.4391,-116.9499,02/01/2014,Sabado,07:29:00 am,1
2762,32.5131,-116.8583,02/01/2014,Sabado,11:09:00 am,3
2763,32.5276,-117.0466,02/01/2014,Sabado,11:50:00 am,4
2764,32.5098,-116.7933,02/01/2014,Sabado,08:31:00 pm,3
2765,32.5149,-117.0382,02/01/2014,Sabado,05:30:00 pm,3
2766,32.5149,-117.0382,02/01/2014,Sabado,06:44:00 pm,4
2767,32.5149,-117.0382,02/01/2014,Sabado,07:08:00 pm,4
2768,32.4776,-116.8439,02/01/2014,Sabado,09:52:00 pm,3
2769,32.4569,-116.943,02/02/2014,Domingo,12:32:00 am,NaN
2770,32.4832,-116.8369,02/02/2014,Domingo,05:04:00 am,3
2772,32.5149,-117.0382,02/02/2014,Domingo,05:57:00 am,NaN
2773,32.5149,-117.0382,02/02/2014,Domingo,09:21:00 am,3
2774,32.4609,-116.8242,02/02/2014,Domingo,11:23:00 am,3
2775,32.4805,-116.8809,02/02/2014,Domingo,01:03:00 pm,1
2776,32.4957,-116.8802,02/02/2014,Domingo,05:20:00 pm,3
2777,32.5149,-117.0382,02/02/2014,Domingo,04:17:00 pm,4
2778,32.5256,-117.0008,02/02/2014,Domingo,04:50:00 pm,4
2779,32.5149,-117.0382,02/02/2014,Domingo,03:16:00 pm,4
2780,32.52,-117.0367,02/02/2014,Domingo,07:24:00 pm,4
2781,32.5385,-117.0627,02/02/2014,Domingo,07:42:00 pm,4
2782,32.5299,-116.9712,02/02/2014,Domingo,09:43:00 pm,4
2783,32.5149,-117.0382,02/02/2014,Domingo,09:43:00 pm,4
2784,32.5149,-117.0382,02/02/2014,Domingo,08:05:00 am,4
2785,32.5149,-117.0382,02/02/2014,Domingo,12:39:00 pm,4
2786,32.5149,-117.0382,02/02/2014,Domingo,09:43:00 am,4
2788,32.4654,-116.9779,02/02/2014,Domingo,07:29:00 pm,4
2789,32.4956,-116.9623,02/02/2014,Domingo,01:14:00 pm,3
2790,32.5149,-117.0382,02/02/2014,Domingo,10:28:00 pm,4
2791,32.4569,-116.943,02/02/2014,Domingo,08:44:00 am,4
2792,32.4313,-116.9511,02/02/2014,Domingo,11:08:00 am,4
2793,32.5083,-116.8932,02/02/2014,Domingo,11:51:00 am,4
2796,32.5149,-117.0382,02/02/2014,Domingo,03:54:00 pm,3
2797,32.5149,-117.0382,02/02/2014,Domingo,03:30:00 pm,4
2798,32.5191,-116.9846,02/03/2014,Lunes,11:32:00 pm,3
2799,32.4711,-117.0277,02/03/2014,Lunes,04:02:00 am,4
2801,32.5149,-117.0382,02/02/2014,Domingo,10:30:00 pm,3
2802,32.4881,-116.8275,02/03/2014,Lunes,04:41:00 am,3
2804,32.5088,-116.8689,02/01/2014,Sabado,11:45:00 pm,NaN
